id,word,reading,meaning,kanjihidden,tags
207.2,望む,のぞむ,желать; надеяться,のぞむ,第4週5日目
208.1,入荷,にゅうか,"прибытие, получение товаров; поставка товаров",入か,第4週5日目
208.2,出荷,しゅっか,"отгрузка, отправка; поступление товара на рынок",出か,第4週5日目
208.3,荷物,にもつ,багаж,に物,第4週5日目
208.4,手荷物,てにもつ,ручная кладь,手に物,第4週5日目
209.1,交換,こうかん,"обмен, размен",交かん,第4週5日目
209.2,乗り換える,のりかえる,пересаживаться; делать пересадку,乗りかえる,第4週5日目
209.3,代金引換,だいきんひきかえ,～で наложенным платежом,代金引かえ,第4週5日目
209.4,代引き,だいびき,наложенный платеж,代引き,第4週5日目
210.1,金額,きんがく,сумма денег; ~にして в денежном выражении,金がく,第4週5日目
210.2,半額,はんがく,половина; половина суммы; 50% билет,半がく,第4週5日目
211.1,不在,ふざい,отсутствие,不ざい,第4週6日目
211.2,現在,げんざい,в настоящее время; теперь,現ざい,第4週6日目
212.1,取る,とる,"брать, получать, принимать",とる,第4週6日目
212.2,受け取る,うけとる,"получить, принять",受けとる,第4週6日目
212.3,受取人,うけとりにん,получатель,受とり人,第4週6日目
213.1,預金,よきん,"вклад, денежный вклад, депозит",よ金,第4週6日目
213.2,預ける,あずける,отдавать (сдавать) на хранение,あずける,第4週6日目
214.1,衣類,いるい,одежда,い類,第4週6日目
214.2,衣服,いふく,одежда,い服,第4週6日目
215.1,参加,さんか,участие,さん加,第4週6日目
215.2,参考書,さんこうしょ,справочник; справочное пособие,さん考書,第4週6日目
215.3,参る,まいる,"идти, ехать; приходить, уходить",まいる,第4週6日目
216.1,上達,じょうたつ,успехи; прогресс; улучшение; совершенствование,上たつ,第4週6日目
216.2,速達,そくたつ,экспресс-доставка,速たつ,第4週6日目
216.3,友達,ともだち,"друг, друзья",友だち,第4週6日目
217.1,通勤,つうきん,хождение на работу; езда на работу,通きん,第4週6日目
217.2,勤める,つとめる,"исполнять обязанности, служить",つとめる,第4週6日目
218.1,携帯(電話),けいたいでんわ,мобильный телефон,携たい(電話),第4週6日目
218.2,時間帯,じかんたい,временная зона,時間たい,第4週6日目
218.3,帯,おび,пояс; оби (широкий длинный пояс для кимоно),おび,第4週6日目
219.1,細い,ほそい,тонкий; узкий,ほそい,第4週7日目
219.2,細かい,こまかい,мелкий; тонкий; подробный,こまかい,第4週7日目
220.1,戸,と,дверь,と,第4週7日目
220.2,雨戸,あまど,раздвижные ставни,雨ど,第4週7日目
220.3,戸だな,とだな,"шкаф, буфет",とだな,第4週7日目
221.1,びわ湖,びわこ,озеро Бива,びわこ,第4週7日目
221.2,湖,みずうみ,озеро,みずうみ,第4週7日目
222.1,風船,ふうせん,аэростат,風せん,第4週7日目
222.2,船長,せんちょう,капитан судна,せん長,第4週7日目
222.3,船,ふね,"судно, корабль; лодка",ふね,第4週7日目
222.4,船便,ふなびん,1) пароходное сообщение; 2) морская почта,ふな便,第4週7日目
223.1,角度,かくど,величина угла,かく度,第4週7日目
223.2,三角形,さんかくけい,треугольник,三かく形,第4週7日目
223.3,四角形,しかくけい,четырехугольник,四かく形,第4週7日目
223.4,角,かど,угол (внешний),かど,第4週7日目
224.1,夫妻,ふさい,супруги,ふ妻,第4週7日目
224.2,夫婦,ふうふ,супруги; супружеская пара,ふう婦,第4週7日目
224.3,夫,おっと,"муж, супруг",おっと,第4週7日目
225.1,苦労,くろう,"трудности, лишения, испытания",く労,第4週7日目
225.2,苦しい,くるしい,"тяжелый, мучительный",くるしい,第4週7日目
225.3,苦い,にがい,горький,にがい,第4週7日目
225.4,苦手(な),にがて,быть неумелым в чём-л.,にが手(な),第4週7日目
226.1,お礼,おれい,благодарность,おれい,第5週1日目
227.1,伺う,うかがう,"1) посещать;2) спрашивать, осведомляться; 3) узнать",うかがう,第5週1日目
228.1,遅刻,ちこく,опоздание,ち刻,第5週1日目
228.2,遅い,おそい,поздний; поздно,おそい,第5週1日目
228.3,遅れる,おくれる,"опаздывать, задерживаться",おくれる,第5週1日目
229.1,失礼(な),しつれい,"невежливость, грубость, нарушение этикета",しつ礼(な),第5週1日目
229.2,失礼する,しつれいする,поступить невежливо,しつ礼する,第5週1日目
229.3,失敗,しっぱい,"неудача, ошибка",しっ敗,第5週1日目
230.1,汗,あせ,пот,あせ,第5週1日目
230.2,汗をかく,あせをかく,потеть,あせをかく,第5週1日目
231.1,残念(な),ざんねん,"сожаление, досада",残ねん(な),第5週1日目
231.2,記念,きねん,"воспоминание, память",記ねん,第5週1日目
232.1,涙,なみだ,слёзы,なみだ,第5週1日目
232.2,涙を流す,なみだをながす,лить слёзы,なみだを流す,第5週1日目
233.1,笑う,わらう,смеяться,わらう,第5週1日目
233.2,笑い,わらい,смех,わらい,第5週1日目
233.3,笑顔,えがお,улыбающееся лицо; улыбка,え顔,第5週1日目
234.1,調子,ちょうし,"тон, ритм, темп; дух",ちょう子,第5週2日目
234.2,強調,きょうちょう,"подчёркивание, акцентирование",強ちょう,第5週2日目
234.3,調べる,しらべる,"расследовать, исследовать",しらべる,第5週2日目
235.1,調査,ちょうさ,"исследование, обследование, изучение",調さ,第5週2日目
236.1,移動,いどう,"движение, перемещение",い動,第5週2日目
236.2,移る,うつる,"переезжать, перебираться",うつる,第5週2日目
236.3,移す,うつす,"перемещать, переносить",うつす,第5週2日目
237.1,困難(な),こんなん,"трудности, сложности",困なん(な),第5週2日目
237.2,難問,なんもん,сложная проблема,なん問,第5週2日目
237.3,難しい,むずかしい,"трудный, тяжёлый",むずかしい,第5週2日目
238.1,簡単(な),かんたん,"простой, лёгкий",かん単(な),第5週2日目
239.1,単語,たんご,слово,たん語,第5週2日目
239.2,単位,たんい,единица чего-л. ; ~no единичный,たん位,第5週2日目
240.1,感じる,かんじる,"чувствовать, ощущать",かんじる,第5週2日目
240.2,感動,かんどう,"волнение, впечатление",かん動,第5週2日目
241.1,感想,かんそう,впечатления,感そう,第5週2日目
241.2,予想,よそう,"предположения, ожидания",予そう,第5週2日目
242.1,練習,れんしゅう,"практика, тренировка, упражнения",れん習,第5週3日目
243.1,最近,さいきん,последнее время,さい近,第5週3日目
243.2,最初,さいしょ,начало; первый раз,さい初,第5週3日目
243.3,最後,さいご,последний; финальный,さい後,第5週3日目
243.4,最も,もっとも,"самый, наиболее",もっとも,第5週3日目
244.1,適当(な),てきとう,"подходящий, соответствующий, пригодный",てき当(な),第5週3日目
244.2,快適(な),かいてき,"приятный, радующий; удобный",快てき(な),第5週3日目
245.1,選挙,せんきょ,выборы,せん挙,第5週3日目
245.2,選手,せんしゅ,"спортсмен, атлет, член команды",せん手,第5週3日目
245.3,選ぶ,えらぶ,выбирать,えらぶ,第5週3日目
246.1,違う,ちがう,быть другим; быть ошибочным,ちがう,第5週3日目
246.2,間違い,まちがい,ошибка,間ちがい,第5週3日目
246.3,間違う,まちがう,ошибаться,間ちがう,第5週3日目
246.4,間違える,まちがえる,ошибаться,間ちがえる,第5週3日目
247.1,直線,ちょくせん,прямая линия,ちょく線,第5週3日目
247.2,直接,ちょくせつ,"прямо, непосредственно",ちょく接,第5週3日目
247.3,直る,なおる,"быть исправленным, выздоравливать",なおる,第5週3日目
247.4,直す,なおす,"исправлять, чинить; вылечивать",なおす,第5週3日目
248.1,復習,ふくしゅう,повторять (урок и т. п. ),ふく習,第5週3日目
248.2,往復,おうふく,туда и обратно,往ふく,第5週3日目
248.3,回復,かいふく,восстановление; выздоровление,回ふく,第5週3日目
249.1,辞書,じしょ,словарь,じ書,第5週3日目
249.2,辞める,やめる,уйти с работы; уволиться,やめる,第5週3日目
250.1,宿題,しゅくだい,"домашнее задание, урок на дом",しゅく題,第5週3日目
250.2,下宿,げしゅく,съёмное жильё,下しゅく,第5週3日目
250.3,宿,やど,"дом, квартира; ночлег",やど,第5週3日目
251.1,昨日,さくじつ,вчера; вчерашний день,さく日,第5週4日目
251.1,昨日,きのう,вчера; вчерашний день,きのう,第5週4日目
251.3,昨夜,さくや,вчера вечером (ночью),さく夜,第5週4日目
251.4,昨年,さくねん,прошлый год; в прошлом году,さく年,第5週4日目
252.1,〇〇君,くん,суф. к именам и фамилиям при фамильярном обращении или обращении к сверстнику; обычно исп. в школе и внутри компаний,〇〇くん,第5週4日目
252.2,君,きみ,ты; молодой человек; девушка,きみ,第5週4日目
253.1,結構(な),けっこう,"прекрасный; замечательно!; вполне, довольно; хватит, больше не нужно",けっ構(な),第5週4日目
253.2,「いいえ、結構です」,いいえ、けっこうです,"Нет, спасибо.",「いいえ、けっ構です」,第5週4日目
253.3,結局,けっきょく,"в конце концов, в конечном счёте",けっ局,第5週4日目
253.4,結ぶ,むすぶ,"связывать, устанавливать связь, соединять; заключать, завершать, заканчивать",むすぶ,第5週4日目
254.1,結婚,けっこん,"брак, женитьба, замужество",結こん,第5週4日目
254.2,新婚旅行,しんこんりょこう,свадебное путешествие,新こん旅行,第5週4日目
254.3,婚約,こんやく,"помолвка, обручение",こん約,第5週4日目
255.1,祝日,しゅくじつ,"праздник, праздничный день",しゅく日,第5週4日目
255.2,祝う,いわう,"поздравлять; праздновать, отмечать, встречать",いわう,第5週4日目
255.3,お祝い,おいわい,поздравление; праздник; празднование,おいわい,第5週4日目
256.1,曲,きょく,мелодия; музыкальное произведение,きょく,第5週4日目
256.2,曲線,きょくせん,кривая [линия] ; дуга,きょく線,第5週4日目
256.3,曲がる,まがる,гнуться; быть изогнутым; поворачивать; огибать (угол),まがる,第5週4日目
256.4,曲げる,まげる,"сгибать;  наклонять; поворачивать, искажать",まげる,第5週4日目
257.1,奥さん,おくさん,ваша жена; его жена,おくさん,第5週4日目
257.2,奥,おく,"жена, супруга",おく,第5週4日目
258.1,寝る,ねる,спать,ねる,第5週4日目
258.2,寝坊,ねぼう,~suru проспать; встать поздно,ね坊,第5週4日目
258.3,昼寝,ひるね,дневной сон,昼ね,第5週4日目
259.1,頭痛,ずつう,головная боль,頭つう,第5週5日目
259.2,腹痛,ふくつう,"боль в животе, колики",腹つう,第5週5日目
259.3,痛い,いたい,больно; болит,いたい,第5週5日目
260.1,熱,ねつ,жар; тепло; теплота,ねつ,第5週5日目
260.2,熱心(な),ねっしん,"пыл, рвение, энтузиазм; ~na ревностный, пылкий, горячий",ねっ心(な),第5週5日目
260.3,熱い,あつい,горячий,あつい,第5週5日目
261.1,虫,むし,насекомое,むし,第5週5日目
262.1,歯科,しか,одонтология,し科,第5週5日目
262.2,歯,は,зуб,は,第5週5日目
262.3,歯医者,はいしゃ,зубной врач,は医者,第5週5日目
262.4,虫歯,むしば,испорченный зуб; кариес,虫ば,第5週5日目
263.1,政治,せいじ,политика; государственное управление,政じ,第5週5日目
263.2,治療,ちりょう,лечение; ~suru лечить,ち療,第5週5日目
263.3,治る,なおる,"вылечиться, выздоравливать",なおる,第5週5日目
263.4,治す,なおす,"лечить, излечивать",なおす,第5週5日目
264.1,汚い,きたない,грязный; нечистый,きたない,第5週5日目
264.2,汚れる,よごれる,"пачкаться, загрязняться",よごれる,第5週5日目
265.1,並ぶ,ならぶ,стоять в ряд; выстраиваться,ならぶ,第5週5日目
265.2,並べる,ならべる,"ставить в ряд, выстраивать",ならべる,第5週5日目
265.3,歯並び,はならぶ,ряд зубов; расположение зубов,歯ならび,第5週5日目
266.1,他の,たの,другие; остальные,たの,第5週5日目
266.2,この他,このた,этот,このた,第5週5日目
267.1,身長,しんちょう,рост человека,しん長,第5週6日目
267.2,独身,どくしん,одинокая жизнь,独しん,第5週6日目
267.3,身分,みぶん,"общественное положение, социальный статус",み分,第5週6日目
267.4,刺身,さしみ,кушанье из сырой рыбы,刺み,第5週6日目
268.1,日本酒,にほんしゅ,[японское] сакэ,日本しゅ,第5週6日目
268.2,料理酒,りょうりしゅ,сакэ для кулинарии,料理しゅ,第5週6日目
268.3,お酒,おさけ,сакэ; алкогольные напитки,おさけ,第5週6日目
268.4,酒屋,さかや,винная лавка,さか屋,第5週6日目
269.1,呼吸,こきゅう,дыхание; в сочет. респираторный,呼きゅう,第5週6日目
269.2,吸う,すう,вдыхать; втягивать,すう,第5週6日目
270.1,食欲,しょくよく,аппетит,食よく,第5週6日目
270.2,意欲,いよく,"желание, стремление, воля",意よく,第5週6日目
270.3,欲しい,ほしい,"хотеть, желать чего-л.; желательный",ほしい,第5週6日目
271.1,睡眠,すいみん,сон,睡みん,第5週6日目
271.2,眠い,ねむい,сонный; спать хочется,ねむい,第5週6日目
271.3,眠る,ねむる,спать; засыпать; ложиться спать,ねむる,第5週6日目
272.1,疲れる,つかれる,устать; утомиться; вымотаться,つかれる,第5週6日目
273.1,息,いき,дыхание,いき,第5週6日目
273.2,息切れ,いきぎれ,"одышка, прерывистое дыхание",いき切れ,第5週6日目
273.3,息子,むすこ,сын,むすこ,第5週6日目
274.1,呼吸,こきゅう,дыхание; в сочет. респираторный,こ吸,第5週6日目
274.2,呼ぶ,よぶ,"звать, позвать; приглашать",よぶ,第5週6日目
275.1,厚い,あつい,толстый (о предметах); плотный,あつい,第5週7日目
276.1,泣く,なく,плакать; рыдать,なく,第5週7日目
277.1,鳴く,なく,"чирикать, квакать, мычать (и так далее)",なく,第5週7日目
277.2,鳴る,なる,"звучать, раздаваться; разноситься; звонить",なる,第5週7日目
278.1,最初,さいしょ,начало; первый раз,最しょ,第5週7日目
278.2,初級,しょきゅう,уровень начинающих,しょ級,第5週7日目
278.3,初め,はじめ,начало; вначале; сперва,はじめ,第5週7日目
278.4,初めて,はじめて,"впервые, в первый раз",はじめて,第5週7日目
279.1,宿泊,しゅくはく,"ночевка, остановка на ночь",宿はく,第5週7日目
279.2,泊まる,とまる,"останавливаться на ночь, ночевать",とまる,第5週7日目
279.3,泊める,とめる,"пускать на ночь, давать приют",とめる,第5週7日目
280.1,紅葉,こうよう,"багряные [и жёлтые] листья, осенние краски",紅よう,第5週7日目
280.2,葉,は,лист,は,第5週7日目
280.3,言葉,ことば,"язык, слово",言ば,第5週7日目
281.1,予報,よほう,предсказание; прогноз (погоды),予ほう,第6週1日目
281.2,報告,ほうこく,доклад; отчёт; рапорт,ほう告,第6週1日目
282.1,晴れる,はれる,проясняться (о погоде),はれる,第6週1日目
282.2,晴れ,はれ,ясная погода,はれ,第6週1日目
283.1,雲,くも,"облако, туча",くも,第6週1日目
284.1,吹く,ふく,"дуть (например, о ветре); играть (на духовом инструменте)",ふく,第6週1日目
285.1,暖房,だんぼう,отопление,だん房,第6週1日目
285.2,暖かい,あたたかい,теплый,あたたかい,第6週1日目
286.1,雪,ゆき,снег,ゆき,第6週1日目
287.1,地震,じしん,землетрясение,地しん,第6週1日目
287.2,震度,しんど,японская шкала землетрясений,しん度,第6週1日目
288.1,電波,でんぱ,радиоволны; перен. радио,電ぱ,第6週1日目
288.2,波,なみ,волна,なみ,第6週1日目
288.3,津波,つなみ,цунами,津なみ,第6週1日目
289.1,要求,ようきゅう,требование,要きゅう,第6週2日目
289.2,求人,きゅうじん,"предложение работы, требуется работник",きゅう人,第6週2日目
289.3,請求書,せいきゅうしょ,"письменное требование, счёт",請きゅう書,第6週2日目
289.4,求める,もとめる,"требовать, домогаться; желать; искать",もとめる,第6週2日目
290.1,募集,ぼしゅう,"набор, прием, призыв",ぼ集,第6週2日目
291.1,職場,しょくば,место работы; цех,しょく場,第6週2日目
291.2,職業,しょくぎょう,"занятие, профессия",しょく業,第6週2日目
291.3,転職,てんしょく,изменение рода занятий,転しょく,第6週2日目
291.4,職員,しょくいん,"служащий, сотрудник; личный состав, персонал",しょく員,第6週2日目
292.1,美容院,びよういん,салон красоты; парикмахерская,美よう院,第6週2日目
292.2,内容,ないよう,содержание,内よう,第6週2日目
293.1,技術,ぎじゅつ,"техника, мастерство",ぎ術,第6週2日目
293.2,技術者,ぎじゅつしゃ,инженер; технический специалист,ぎ術者,第6週2日目
294.1,一般,いっぱん,общий; средний; универсальный; обычный,いっぱん,第6週2日目
294.2,一般に,いっぱんに,"в общем, в целом; вообще, обычно, как правило",いっぱんに,第6週2日目
295.1,事務,じむ,"дело, служба; делопроизводство",事む,第6週2日目
295.2,公務員,こうむいん,государственный служащий,公む員,第6週2日目
295.3,事務所,じむしょ,"управление, администрация",事む所,第6週2日目
295.4,税務署,ぜいむしょ,налоговое управление,税む署,第6週2日目
296.1,第１課,だいいっか,урок 1,第１か,第6週2日目
296.2,課長,かちょう,"менеджер секции, начальник отдела",か長,第6週2日目
297.1,地球,ちきゅう,"Земля, земной шар",地きゅう,第6週3日目
297.2,野球,やきゅう,бейсбол,野きゅう,第6週3日目
297.3,電球,でんきゅう,электрическая лампочка,電きゅう,第6週3日目
298.1,決して,けっして,"ни в коем случае, отнюдь",けっして,第6週3日目
298.2,決定,けってい,"решение, постановление, установление",けっ定,第6週3日目
298.3,決める,きめる,"решать, устанавливать, определять",きめる,第6週3日目
298.4,決まる,きまる,"быть решенным, решаться",きまる,第6週3日目
299.1,優勝,ゆうしょう,спорт. победа,優しょう,第6週3日目
299.2,決勝,けっしょう,финал,決しょう,第6週3日目
299.3,勝つ,かつ,"побеждать, выигрывать, брать верх",かつ,第6週3日目
300.1,１対２,いちたいに,"один к двум (о шансах, счёте в игре и т.п.)",１たい２,第6週3日目
300.2,反対,はんたい,"противоположность, ni наоборот",反たい,第6週3日目
301.1,流れる,ながれる,прям. и перен. течь,ながれる,第6週3日目
301.2,流す,ながす,пускать по течению,ながす,第6週3日目
302.1,勝負,しょうぶ,победа или поражение; состязание; матч; игра,勝ぶ,第6週3日目
302.2,負ける,まける,терпеть поражение; проигрывать,まける,第6週3日目
303.1,投手,とうしゅ,"бейсбол питчер, подающий",とう手,第6週3日目
303.2,投げる,なげる,"бросать, кидать, швырять",なげる,第6週3日目
304.1,結果,けっか,"результат, эффект, [по] следствие",結か,第6週3日目
304.2,果物,かだもの,фрукт [ы],くだ物,第6週3日目
305.1,戦後,せんご,"после войны, послевоенное время",せん後,第6週4日目
305.2,戦争,せんそう,"война; битва, сражение",せん争,第6週4日目
305.3,戦う,たたかう,"сражаться, биться",たたかう,第6週4日目
306.1,経験,けいけん,"[жизненный] опыт, практика",けい験,第6週4日目
306.2,経営,けいえい,"управление, менеджмент",けい営,第6週4日目
307.1,経済,けいざい,экономика,経ざい,第6週4日目
307.2,済む,すむ,"окончиться, кончиться",すむ,第6週4日目
308.1,成長,せいちょう,"рост; ~suru расти, вырастать",せい長,第6週4日目
308.2,完成,かんせい,"завершение, окончание",完せい,第6週4日目
309.1,貿易,ぼうえき,[внешняя] торговля,ぼう易,第6週4日目
310.1,貿易,ぼうえき,[внешняя] торговля,貿えき,第6週4日目
310.2,易しい,やさしい,"лёгкий, простой",やさしい,第6週4日目
311.1,輸出,ゆしゅつ,"вывоз, экспорт",ゆ出,第6週4日目
311.2,輸入,ゆにゅう,"ввоз, импорт",ゆ入,第6週4日目
311.3,輸送,ゆそう,"перевозка, транспортировка",ゆ送,第6週4日目
313.1,相談,そうだん,"беседа, совещание, консультация",そう談,第6週4日目
313.2,首相,しゅしょう,премьер [-министр],首しょう,第6週4日目
313.3,相手,あいて,партнер,あい手,第6週4日目
313.1,文化,ぶんか,культура,文か,第6週5日目
313.2,〇〇化,か,суф. для образования сущ. процесса: -ция; -ние,〇〇か,第6週5日目
313.3,化学,かがく,химия,か学,第6週5日目
313.4,化粧,けしょう,"косметика, макияж; грим",け粧,第6週5日目
314.1,比べる,くらべる,сравнивать,比べる,第6週5日目
315.1,原料,げんりょう,"сырье, материал",げん料,第6週5日目
316.1,原因,げんいん,"причина; фактор; корень, источник",原いん,第6週5日目
317.1,国際(の),こくさい,международный,国さい(の),第6週5日目
317.2,交際,こうさい,"знакомство, общение, отношения",交さい,第6週5日目
318.1,会議,かいぎ,"собрание, заседание, совещание",会ぎ,第6週5日目
318.2,議員,ぎいん,депутат; член совета; парламентарий,ぎ員,第6週5日目
319.1,生活,せいかつ,"жизнь, существование; быт",生かつ,第6週5日目
319.2,活動,かつどう,"деятельность, активность",かつ動,第6週5日目
320.1,大変(な),たいへん,"ужасный, страшный, жуткий",大へん(な),第6週5日目
320.2,変化,へんか,"перемена, изменение; трансформация, метаморфоза",へん化,第6週5日目
320.3,変わる,かわる,"изменяться, переменяться",かわる,第6週5日目
320.4,変える,かえる,"менять, изменять, переменять",かえる,第6週5日目
321.1,政治,せいじ,политика; государственное управление,せい治,第6週6日目
321.2,政治家,せいじか,политик,せい治家,第6週6日目
322.1,政府,せいふ,правительство,政ふ,第6週6日目
322.2,都道府県,とどうふけん,все административные единицы Японии,都道ふ県,第6週6日目
323.1,改正,かいせい,"ревизия, пересмотр, реорганизация",かい正,第6週6日目
323.2,改札口,かいさつぐち,"турникет, место проверки билетов",かい札口,第6週6日目
323.3,改める,あらためる,"изменять, переменять; проверять, просматривать",あらためる,第6週6日目
324.1,否定,ひてい,отрицание; ~suru отрицать,ひ定,第6週6日目
325.1,否定的(な),ひていてき,~na негативный; противоречивый,否定てき(な),第6週6日目
325.2,目的,もくてき,"цель, задача",目てき,第6週6日目
325.3,国際的(な),こくさいてき,международный,国際てきな),第6週6日目
325.4,個人的(な),こじんてき,"~na частный, личный, персональный",個人てき(な),第6週6日目
326.1,実際に,じっさい,"~[ni] действительно, фактически, по сути; реально",じっ際に,第6週6日目
326.2,実は,じつは,по правде говоря,じつは,第6週6日目
326.3,実験,じっけん,"эксперимент, опыт, испытание",じっ験,第6週6日目
327.1,欠点,けってん,"недостаток, изъян, слабое место, минус",けっ点,第6週6日目
327.2,欠席,けっせき,"неявка (на занятия и т. п. ), отсутствие",けっ席,第6週6日目
327.3,欠ける,かける,"недоставать, не хватать",かける,第6週6日目
328.1,専門,せんもん,специальность,せん門,第6週6日目
328.2,専門家,せんもんか,"специалист, эксперт, профессионал",せん門家,第6週6日目
329.1,死亡,しぼう,"смерть, кончина",死ぼう,第6週7日目
329.2,亡くなる,なくなる,"скончаться, умереть",なくなる,第6週7日目
330.1,多忙(な),たぼう,сильная занятость,多ぼう(な),第6週7日目
330.2,忙しい,いそがしい,занятой,いそがしい,第6週7日目
331.1,忘年会,ぼうねんかい,проводы старого года,ぼう年会,第6週7日目
331.2,忘れる,わすれる,забывать,わすれる,第6週7日目
331.3,忘れ物,わすれもの,забытая вещь,わすれ物,第6週7日目
332.1,文化祭,ぶんかさい,"фестиваль, культурное мероприятие",文化さい,第6週7日目
332.2,(お)祭り,まつり,"праздник, празднество",(おまつり,第6週7日目
333.1,苦労,くろう,"трудности, лишения; тяжелый труд",苦ろう,第6週7日目
333.2,労働者,ろうどうしゃ,рабочий,ろう働者,第6週7日目
334.1,参加,さんか,участие,参か,第6週7日目
334.2,増加,ぞうか,"увеличение, прибавление, рост",増か,第6週7日目
334.3,加える,くわえる,"присоединять, участвовать, добавлять; наносить (удар, ущерб)",くわえる,第6週7日目
335.1,情報,じょうほう,"информация, сведения",じょう報,第6週7日目
335.2,表情,ひょうじょう,выразительность; внешний вид; облик,表じょう,第6週7日目
335.3,事情,じじょう,"обстоятельства, положение дел, ситуация",事じょう,第6週7日目
335.4,感情,かんじょう,"чувства, эмоции",感じょう,第6週7日目
336.1,反対,はんたい,"противоположность, противное, обратное; возражение",はん対,第6週7日目
